,CustomerId,KMEANS_AGG,KMEANS_AGG_PCA,KMEANS_AGG_MCA,KMEANS_AGG_UMAP
691,500246519,1,3,1,0
692,500249812,1,3,1,0
693,500263681,3,0,3,1
694,500264123,1,3,0,3
695,500264219,0,1,1,4
696,500264749,2,4,1,2
697,500265338,0,1,3,4
698,500265665,4,2,1,2
699,500265792,1,3,0,0
700,500265982,3,0,3,1
701,500266520,1,3,3,3
702,500266521,1,3,3,3
703,500266548,1,3,0,0
704,500266787,1,3,0,3
705,500267153,2,4,1,2
706,500268784,3,0,1,1
707,500269071,0,1,1,4
708,500269100,3,0,3,1
709,500269146,3,0,3,1
710,500269308,3,0,3,1
711,500270414,0,1,1,4
712,500270761,2,4,1,2
713,500270889,1,3,0,3
714,500271319,3,0,3,1
715,500271798,1,3,3,3
716,500272497,1,3,0,3
717,500272678,1,3,0,3
718,500272801,3,0,3,1
719,500272928,0,1,1,4
720,500273438,3,0,3,1
721,500273971,3,0,3,1
722,500274247,2,4,3,2
723,500274693,0,1,1,4
724,500274755,0,1,3,4
725,500274887,3,0,3,1
726,500274996,3,0,3,1
727,500275043,1,3,0,3
728,500275076,1,3,3,3
729,500275219,3,0,1,1
730,500276010,4,2,3,2
731,500276333,0,1,3,4
732,500276626,3,0,1,1
733,500276660,0,1,3,4
734,500277639,2,4,3,2
735,500277813,2,4,3,2
736,500277850,3,0,3,1
737,500278469,2,4,1,4
738,500278929,0,1,3,4
739,500279118,2,4,1,2
740,500279148,0,1,3,4
741,500279513,1,3,0,3
742,500279581,1,3,0,3
743,500279635,0,1,1,4
744,500279887,3,0,1,1
745,500280063,4,2,1,2
746,500280407,1,3,0,0
747,500280672,0,1,3,4
748,500280678,2,4,1,2
749,500281024,2,4,1,2
750,500281490,4,2,1,2
751,500281625,2,4,1,2
752,500281874,0,1,3,4
753,500281876,2,4,3,4
754,500281990,3,0,3,1
755,500282153,2,4,1,2
756,500282296,0,1,1,4
757,500282347,1,3,2,0
758,500282436,1,3,2,0
759,500282539,3,0,3,1
760,500283229,0,1,3,4
761,500283413,4,2,1,2
762,500283560,2,4,1,2
763,500283971,4,2,1,2
764,500284581,1,3,0,3
765,500284629,2,4,1,2
766,500285250,4,2,1,2
767,500285488,2,4,3,2
768,500285638,3,0,0,1
769,500285783,4,2,1,2
770,500285814,2,4,1,2
771,500285877,0,1,1,4
772,500286011,3,0,3,4
773,500286253,4,2,1,2
774,500286312,4,2,1,2
775,500287119,0,1,3,4
776,500287507,4,2,1,2
777,500288265,2,4,1,2
778,500288448,1,3,0,3
779,500289041,2,4,3,2
780,500289406,1,3,0,3
781,500289511,0,1,3,4
782,500289691,4,2,1,2
783,500290001,3,0,3,1
784,500290315,2,4,1,2
785,500290324,1,3,2,0
786,500291003,1,3,3,3
787,500291163,3,0,1,4
788,500291823,3,0,3,1
789,500292317,0,1,1,4
790,500292959,3,0,1,1
791,500294103,3,0,0,1
792,500296173,2,4,1,2
793,500296185,2,4,3,2
794,500296481,2,4,1,2
795,500296593,3,0,3,1
796,500296796,2,4,1,2
797,500297018,4,2,1,2
798,500297058,2,4,1,2
799,500297145,3,0,3,4
800,500297667,2,4,3,2
801,500297679,1,3,2,0
802,500298416,1,3,0,3
803,500298804,1,3,2,0
804,500298849,2,4,1,2
805,500299133,1,3,4,0
806,500299208,2,4,1,2
807,500299266,2,4,1,2
808,500299362,0,1,3,4
809,500299400,3,0,0,1
810,500299411,2,4,1,2
811,500299466,2,4,1,2
812,500299605,1,3,2,0
813,500299674,2,4,1,2
814,500301199,2,4,1,2
815,500301247,3,0,1,1
816,500301851,0,1,3,4
817,500302001,0,1,1,4
818,500303387,0,1,1,4
819,500303456,2,4,3,2
820,500303518,0,1,1,4
821,500303812,0,1,1,4
822,500304259,3,0,0,1
823,500304613,3,0,1,1
824,500305177,0,1,1,4
825,500305263,2,4,1,2
826,500305439,3,0,1,1
827,500305920,0,1,1,4
828,500307038,3,0,3,1
829,500309263,0,1,1,4
830,500309604,3,0,0,4
831,500310330,3,0,1,3
832,500310509,1,3,0,3
833,500310652,2,4,1,2
834,500311144,1,3,2,3
835,500317242,1,3,1,0
836,500317673,1,3,0,3
837,500321639,3,0,3,1
838,500322215,1,3,0,3
839,500323363,1,3,3,3
840,500325371,0,1,1,4
841,500328224,4,2,1,2
842,500330022,3,0,1,1
843,500330393,2,4,1,2
844,500330466,1,3,3,3
845,500331101,3,0,3,1
846,500331543,1,3,1,3
847,500331888,1,3,2,0
848,500332115,1,3,2,0
849,500356300,1,3,4,0
850,500359721,0,1,3,4
851,500360681,3,0,3,1
852,500360703,1,3,1,3
853,500360871,1,3,0,3
854,500364071,2,4,1,2
855,500364284,0,1,3,4
856,500364807,1,3,0,3
857,500364954,4,2,3,2
858,500365000,4,2,1,2
859,500365133,4,2,1,2
860,500365148,2,4,3,2
861,500366267,0,1,3,4
862,500366968,0,1,3,4
863,500367074,2,4,1,2
864,500367841,0,1,3,4
865,500367915,0,1,3,4
866,500368366,3,0,0,1
867,500368644,4,2,3,2
868,500368882,1,3,2,3
869,500368898,0,1,3,4
870,500369017,2,4,3,2
871,500369040,0,1,3,4
872,500369718,1,3,0,3
873,500369949,2,4,1,2
874,500370539,3,0,0,1
875,500370674,3,0,3,4
876,500370772,2,4,3,2
877,500370796,0,1,3,4
878,500370908,0,1,3,4
879,500370987,0,1,3,4
880,500371130,3,0,3,4
881,500371223,3,0,3,1
882,500371461,4,2,1,2
883,500371573,2,4,1,2
884,500371597,1,3,0,3
885,500371632,3,0,3,1
886,500371839,0,1,3,4
887,500372000,0,1,3,4
888,500372038,3,0,3,1
889,500372056,3,0,3,4
890,500372086,3,0,3,1
891,500372166,0,1,3,4
892,500372248,1,3,0,3
893,500372308,3,0,0,1
894,500372343,2,4,3,2
895,500372344,0,1,3,4
896,500372642,1,3,1,3
897,500372717,0,1,3,4
898,500373136,1,3,3,3
899,500373284,2,4,1,2
900,500374143,1,3,3,3
901,500374173,3,0,3,3
902,500374550,2,4,1,2
903,500375296,2,4,3,2
904,500375547,2,4,1,2
905,500375990,0,1,3,4
906,500376040,3,0,3,1
907,500376223,3,0,3,1
908,500376483,3,0,0,1
909,500376690,4,2,1,2
910,500377295,2,4,3,2
911,500377319,3,0,0,1
912,500378763,1,3,0,3
913,500378955,2,4,1,2
914,500379233,2,4,3,2
915,500380078,3,0,3,1
916,500380347,3,0,3,1
917,500380868,2,4,3,2
918,500381332,2,4,1,2
919,500381807,4,2,1,2
920,500381984,2,4,1,2
921,500382055,3,0,3,1
922,500382922,3,0,3,1
923,500383013,3,0,3,1
924,500383198,2,4,3,2
925,500383879,3,0,3,1
926,500384254,0,1,3,4
927,500384259,2,4,3,4
928,500384361,0,1,0,4
929,500384490,2,4,1,2
930,500384611,0,1,1,4
931,500385082,4,2,1,2
932,500385169,3,0,3,1
933,500385235,3,0,1,1
934,500385876,0,1,1,4
935,500386137,4,2,1,2
936,500386274,3,0,3,4
937,500386919,3,0,3,1
938,500387137,0,1,1,4
939,500387353,4,2,1,2
940,500387649,2,4,1,2
941,500387838,2,4,3,2
942,500387864,3,0,0,1
943,500387953,3,0,3,1
944,500387966,3,0,0,1
945,500388201,3,0,1,1
946,500388203,0,1,1,4
947,500389134,0,1,3,4
948,500389643,0,1,3,4
949,500389832,3,0,3,1
950,500390171,4,2,1,2
951,500390188,2,4,1,2
952,500391060,2,4,1,2
953,500391069,0,1,3,4
954,500391150,0,1,3,4
955,500391223,2,4,1,4
956,500391677,1,3,3,3
957,500391961,3,0,0,1
958,500392017,3,0,3,1
959,500392180,3,0,1,1
960,500392434,0,1,3,4
961,500392961,0,1,3,4
962,500393418,2,4,3,2
963,500393635,1,3,3,3
964,500393698,2,4,1,2
965,500393837,3,0,3,1
966,500393864,0,1,3,4
967,500394128,2,4,1,2
968,500394139,3,0,3,1
969,500394849,4,2,1,2
970,500394868,0,1,3,4
971,500394928,0,1,3,4
972,500395024,0,1,3,4
973,500395050,2,4,3,2
974,500395070,0,1,3,4
975,500395419,0,1,3,4
976,500395520,0,1,3,4
977,500395661,0,1,3,4
978,500395756,1,3,3,3
979,500395875,3,0,3,1
980,500395953,0,1,3,4
981,500395954,1,3,4,0
982,500396293,3,0,0,3
983,500396352,2,4,3,2
984,500396853,3,0,3,1
985,500397142,4,2,1,2
986,500397212,2,4,3,2
987,500397246,2,4,3,2
988,500397364,2,4,3,2
989,500397497,2,4,3,2
990,500398021,2,4,3,2
991,500398979,2,4,1,2
992,500399389,1,3,1,3
993,500399465,4,2,3,2
994,500399502,3,0,3,1
995,500399678,2,4,3,2
996,500400184,0,1,3,4
997,500400433,3,0,0,1
998,500400448,0,1,3,4
999,500400496,2,4,3,2
1000,500400873,0,1,3,4
1001,500400939,0,1,3,4
1002,500401203,2,4,3,2
1003,500401772,0,1,3,4
1004,500402670,0,1,3,4
1005,500403235,3,0,3,4
1006,500403317,3,0,3,1
1007,500403481,0,1,1,4
1008,500403661,3,0,3,1
1009,500403853,0,1,3,4
1010,500403867,1,3,3,3
1011,500403950,4,2,1,2
1012,500404396,1,3,3,3
1013,500404484,1,3,0,3
1014,500404686,3,0,3,1
1015,500405224,2,4,1,2
1016,500405554,1,3,2,3
1017,500405749,3,0,0,1
1018,500405797,0,1,3,4
1019,500406254,0,1,3,4
1020,500406413,0,1,1,4
1021,500406456,3,0,1,1
1022,500406854,3,0,1,1
1023,500407033,2,4,1,2
1024,500408786,0,1,3,4
1025,500408947,2,4,1,2
1026,500409090,3,0,3,1
1027,500410039,1,3,0,3
1028,500410332,4,2,1,2
1029,500410606,3,0,3,1
1030,500410665,1,3,0,3
1031,500410888,3,0,3,1
1032,500411073,3,0,3,1
1033,500411236,0,1,3,4
1034,500411311,3,0,3,1
1035,500411436,0,1,1,4
1036,500411573,3,0,3,1
1037,500411687,1,3,0,3
1038,500411689,0,1,3,4
1039,500411797,3,0,1,1
1040,500411865,3,0,0,1
1041,500412037,3,0,1,1
1042,500412129,4,2,1,2
1043,500412410,4,2,1,2
1044,500412669,2,4,1,2
1045,500412671,2,4,1,2
1046,500413147,3,0,0,3
1047,500413264,0,1,3,4
1048,500413393,4,2,1,2
1049,500413410,1,3,0,3
1050,500414039,4,2,1,2
1051,500414203,0,1,1,4
1052,500414323,3,0,3,4
1053,500415649,3,0,3,1
1054,500415702,3,0,3,1
1055,500415904,3,0,0,1
1056,500416139,3,0,3,4
1057,500416965,0,1,3,4
1058,500417236,2,4,3,2
1059,500417422,0,1,3,4
1060,500417619,4,2,1,2
1061,500417962,2,4,3,2
1062,500417987,2,4,3,2
1063,500418396,4,2,1,2
1064,500418452,4,2,3,2
1065,500418611,4,2,1,2
1066,500418871,2,4,3,2
1067,500418891,0,1,3,4
1068,500420690,2,4,3,2
1069,500420983,2,4,3,2
1070,500421024,2,4,3,2
1071,500421357,1,3,3,3
1072,500421581,3,0,0,1
1073,500421952,0,1,3,4
1074,500422058,0,1,3,4
1075,500422474,2,4,1,2
1076,500422540,0,1,3,4
1077,500422684,1,3,0,3
1078,500423123,3,0,0,1
1079,500423341,0,1,3,4
1080,500423988,3,0,0,1
1081,500424196,4,2,1,2
1082,500424251,0,1,3,4
1083,500424558,3,0,3,4
1084,500424906,2,4,3,2
1085,500425086,2,4,1,2
1086,500425231,2,4,3,2
1087,500425440,1,3,2,3
1088,500425489,2,4,3,2
1089,500425662,0,1,3,4
1090,500426020,3,0,0,4
1091,500426480,4,2,3,2
1092,500427105,4,2,3,2
1093,500427271,4,2,1,2
1094,500427307,0,1,3,4
1095,500427713,3,0,3,1
1096,500428096,3,0,0,1
1097,500428282,0,1,3,4
1098,500428552,1,3,0,3
1099,500428680,0,1,3,4
1100,500428681,2,4,3,2
1101,500428760,0,1,0,4
1102,500429814,3,0,3,4
1103,500429998,2,4,1,2
1104,500430120,2,4,1,2
1105,500430793,3,0,3,4
1106,500431136,3,0,3,1
1107,500431873,1,3,1,0
1108,500439547,4,2,1,2
1109,500440905,0,1,3,4
1110,500441936,1,3,3,0
1111,500462524,1,3,2,3
1112,500484900,0,1,3,4
1113,500484995,2,4,3,4
1114,500485859,1,3,1,3
1115,500485967,1,3,0,0
1116,500486894,1,3,1,3
1117,500487257,0,1,3,4
1118,500488545,3,0,3,3
1119,500488633,0,1,1,4
1120,500488735,0,1,1,4
1121,500489226,3,0,3,1
1122,500499728,2,4,1,2
1123,500500056,3,0,0,1
1124,500501373,3,0,1,1
1125,500501824,0,1,1,4
1126,500502514,3,0,3,1
1127,500502931,3,0,1,1
1128,500503189,1,3,2,3
1129,500503983,0,1,0,4
1130,500504590,2,4,1,2
1131,500504713,0,1,3,4
1132,500505260,3,0,1,1
1133,500505850,1,3,2,0
1134,500506967,3,0,1,1
1135,500506968,0,1,1,4
1136,500507389,0,1,1,4
1137,500509918,1,3,0,0
1138,500510076,3,0,0,4
1139,500510097,4,2,3,2
1140,500510364,0,1,3,4
1141,500510580,0,1,0,4
1142,500510684,3,0,3,1
1143,500512111,1,3,1,3
1144,500512142,2,4,3,2
1145,500512694,2,4,1,2
1146,500513051,1,3,0,3
1147,500513088,0,1,1,4
1148,500515746,2,4,1,2
1149,500516731,1,3,0,3
1150,500517459,1,3,3,3
1151,500518695,1,3,0,3
1152,500519380,3,0,0,1
1153,500519516,4,2,1,2
1154,500520062,3,0,1,1
1155,500520501,0,1,1,4
1156,500521445,3,0,3,1
1157,500523446,3,0,3,4
1158,500525144,3,0,1,4
1159,500525771,1,3,3,0
1160,500527315,0,1,1,4
1161,500527358,1,3,0,3
1162,500528091,3,0,0,1
1163,500530279,2,4,1,2
1164,500532523,3,0,3,4
1165,500533246,1,3,3,3
1166,500534182,0,1,1,4
1167,500536555,4,2,1,2
1168,500538016,1,3,0,3
1169,500538035,3,0,1,1
1170,500538597,3,0,3,1
1171,500539069,2,4,1,2
1172,500542907,1,3,0,3
1173,500543045,0,1,1,4
1174,500543289,2,4,1,2
1175,500544348,2,4,1,2
1176,500545120,1,3,2,3
1177,500545447,3,0,1,1
1178,509930806,3,0,3,4
1179,509931247,2,4,1,2
1180,509948623,3,0,3,1
1181,509949284,3,0,0,1
1182,509956588,1,3,1,0
1183,509973146,1,3,1,0
1184,509977554,2,4,1,2
1185,509977663,3,0,0,1
1186,509977759,2,4,3,2
1187,509986264,1,3,0,3
1188,509991089,1,3,2,0
1189,509991572,1,3,0,3
1190,509992976,0,1,3,4
1191,510012757,3,0,0,1
1192,510013938,0,1,3,4
1193,510014086,3,0,3,1
1194,510014281,3,0,1,1
1195,510015979,2,4,3,2
1196,510017200,2,4,1,2
1197,510017678,2,4,1,2
1198,510017784,4,2,1,2
1199,510020260,1,3,0,0
1200,510020475,1,3,4,0
1201,510021082,1,3,0,0
1202,510024943,2,4,3,2
1203,510026689,2,4,1,4
1204,510029363,1,3,0,3
1205,510029506,3,0,1,1
1206,510029761,1,3,1,0
1207,510029773,2,4,1,2
1208,510039682,1,3,3,3
1209,510042315,0,1,3,4
1210,510050433,1,3,4,0
1211,510057819,1,3,1,0
1212,510063231,3,0,3,1
1213,510066120,2,4,1,2
1214,510066500,3,0,3,1
1215,510066731,3,0,3,1
1216,510068556,1,3,2,0
1217,510068625,1,3,4,0
1218,510068733,3,0,3,1
1219,510069118,3,0,1,1
1220,510071441,2,4,1,2
1221,510071620,1,3,3,3
1222,510079411,3,0,3,1
1223,510079613,2,4,1,2
1224,510079783,1,3,3,3
1225,510080351,2,4,1,2
1226,510081982,3,0,0,1
1227,510082378,1,3,2,0
1228,510082472,1,3,0,3
1229,510083104,1,3,3,3
1230,510084849,3,0,0,1
1231,510087710,3,0,0,1
1232,510087726,1,3,4,0
1233,510088446,3,0,0,1
1234,510089641,1,3,3,3
1235,510090438,3,0,1,4
1236,510091856,2,4,1,2
1237,510092801,2,4,1,2
1238,510093104,1,3,4,0
1239,510094222,3,0,1,3
1240,510094381,3,0,1,4
1241,510094827,1,3,1,0
1242,510095163,0,1,1,4
1243,510095402,3,0,1,1
1244,510095520,3,0,1,1
1245,510095645,3,0,1,1
1246,510097717,2,4,1,2
1247,510099928,1,3,0,0
1248,510100589,1,3,0,3
1249,510101349,4,2,1,2
1250,510103288,3,0,0,1
1251,510103307,1,3,4,0
1252,510103919,3,0,1,1
1253,510105542,0,1,1,4
1254,510107783,4,2,1,2
1255,510108397,2,4,1,4
1256,510108495,1,3,0,3
1257,510110850,1,3,0,3
1258,510111062,1,3,2,3
1259,510112515,3,0,1,1
1260,510115556,1,3,3,3
1261,510115930,4,2,1,2
1262,510117049,1,3,1,0
1263,510118796,0,1,1,4
1264,510119456,1,3,0,3
1265,510120548,0,1,1,4
1266,510127713,1,3,1,0
1267,510130088,2,4,1,2
1268,510130928,0,1,1,4
1269,510131485,1,3,0,3
1270,510131669,1,3,0,3
1271,510132476,0,1,1,4
1272,510133557,3,0,1,1
1273,510133617,1,3,2,0
1274,510133669,1,3,4,0
1275,510133975,1,3,0,3
1276,510134018,1,3,2,0
1277,510139917,1,3,0,0
1278,510140124,2,4,1,2
1279,510142853,1,3,2,0
1280,510143961,1,3,2,3
1281,510146662,3,0,3,1
1282,510149420,0,1,3,4
1283,510149628,0,1,1,4
1284,510150699,0,1,1,4
1285,510151330,3,0,3,1
1286,510151580,3,0,0,1
1287,510151625,0,1,1,4
1288,510151781,3,0,0,1
1289,510155574,3,0,0,1
1290,510168376,2,4,3,2
1291,510172661,2,4,1,2
1292,510174062,3,0,0,1
1293,510174242,3,0,2,1
1294,510178223,1,3,4,0
1295,510178430,1,3,0,3
1296,510184407,3,0,3,1
1297,510189919,2,4,3,2
1298,510191528,1,3,0,3
1299,510192423,0,1,3,4
1300,510194499,1,3,2,0
1301,510202436,1,3,1,0
1302,510205993,3,0,1,1
1303,510207194,1,3,2,0
1304,510208157,0,1,1,4
1305,510208472,1,3,3,3
1306,510208516,3,0,0,1
1307,510208928,3,0,1,1
1308,510208936,1,3,0,3
1309,510209296,1,3,3,3
1310,510210979,3,0,0,1
1311,510214097,3,0,3,1
1312,510214347,0,1,3,4
1313,510214380,1,3,3,3
1314,510214474,3,0,1,1
1315,510214522,0,1,1,4
1316,510214999,0,1,1,4
1317,510215043,1,3,3,3
1318,510217771,3,0,3,4
1319,510217960,0,1,1,4
1320,510234591,1,3,1,3
1321,510237685,3,0,3,1
1322,510237883,1,3,2,0
1323,510238163,3,0,3,1
1324,510238826,1,3,0,3
1325,510239004,3,0,3,4
1326,510240287,1,3,0,0
1327,510246492,3,0,0,1
1328,510246580,0,1,3,4
1329,510246995,3,0,3,1
1330,510248471,3,0,1,1
1331,510248523,1,3,1,3
1332,510249703,3,0,3,4
1333,510251777,0,1,3,4
1334,510252378,1,3,3,3
1335,510252549,3,0,3,4
1336,510252868,0,1,3,4
1337,510253233,3,3,3,3
1338,510255115,2,4,1,2
1339,510255263,0,1,3,4
1340,510255752,2,4,1,2
1341,510256512,3,0,3,3
1342,510257633,1,3,0,3
1343,510257923,0,1,1,4
1344,510258192,0,1,3,4
1345,510258495,0,1,1,4
1346,510258565,1,3,0,3
1347,510258738,3,0,3,1
1348,510258860,1,3,0,0
1349,510259051,0,1,1,4
1350,510259663,1,3,1,3
1351,510259765,1,3,3,3
1352,510260344,3,0,1,1
1353,510260388,3,0,1,1
1354,510260457,3,0,1,4
1355,510260589,3,0,3,1
1356,510261115,0,1,1,4
1357,510261682,1,3,2,0
1358,510262187,1,3,1,0
1359,510264173,0,1,1,4
1360,510266341,3,0,3,1
1361,510268541,1,3,2,3
1362,510268817,1,3,4,0
1363,510271512,2,4,1,2
